StoryId,Title,Author,Author Profile,Link Story,Member Only,Publish Date,Year,Month,Period,Claps,Responses,Classification
899397aa1a82,Building IBCS Multi-Tier Bar Charts with SVG (.PBIX File Included),Iwa Sanjaya,https://medium.com/@iwasanjaya,https://medium.com/microsoft-power-bi/building-ibcs-multi-tier-bar-charts-with-svg-pbix-file-included-899397aa1a82,TRUE,11/29/2025 0:00,2025,11,2025-11,13,0,"{""MustRead"":false,""Level"":[""Intermediate""],""Category"":[""DAX"",""Data Visualization""],""Tags"":[""Tutorial"",""DAX"",""Data Visualization""],""Promotion"":null}"
601269eb10aa,Power BI for Learners (Part 5): Mastering Visuals and Designing Reports That Make Sense,David Marvellous,https://medium.com/@dossieranalysisblog,https://medium.com/microsoft-power-bi/power-bi-for-learners-part-5-mastering-visuals-and-designing-reports-that-make-sense-601269eb10aa,TRUE,11/27/2025 0:00,2025,11,2025-11,56,0,
a247df748feb,"Power BI Advanced AI Visuals and Cognitive Services Explained: How to Enable, Configure, and Use…",Dossier Analysis,https://medium.com/@dossieranalysis,https://medium.com/microsoft-power-bi/power-bi-advanced-ai-visuals-and-cognitive-services-explained-how-to-enable-configure-and-use-a247df748feb,TRUE,11/27/2025 0:00,2025,11,2025-11,15,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Analysis"",""Data Model"",""Data Visualization""],""Tags"":[""Data Analysis"",""Data Model"",""Data Visualization""],""Promotion"":null}"
43da8ca9058e,⚡One UDF to Build All Your SVG Pills in Power BI,Isabelle Bittar,https://medium.com/@isabittar,https://medium.com/microsoft-power-bi/one-udf-to-build-all-your-svg-pills-in-power-bi-43da8ca9058e,TRUE,11/26/2025 0:00,2025,11,2025-11,163,2,"{""MustRead"":false,""Level"":[""Intermediate""],""Category"":[""DAX"",""Data Visualization""],""Tags"":[""Tutorial"",""DAX"",""Data Visualization"",""PBIX""],""Promotion"":null}"
81654bb0db08,Using MATCHBY and OFFSET functions to get previous day sales in Power BI(.pbix included),Shashanka Shekhar,https://medium.com/@shashanka.shekhar02,https://medium.com/microsoft-power-bi/using-matchby-and-offset-functions-to-get-previous-day-sales-in-power-bi-pbix-included-81654bb0db08,TRUE,11/26/2025 0:00,2025,11,2025-11,48,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""DAX"",""Data Visualization""],""Tags"":[""Tutorial"",""DAX"",""Data Visualization"",""PBIX""],""Promotion"":null}"
753131a32f1a,"Power BI for Learners (Part 4): Data Modeling in Power BI—Relationships, Keys, and Logic Simplified",David Marvellous,https://medium.com/@dossieranalysisblog,https://medium.com/microsoft-power-bi/power-bi-for-learners-part-4-data-modeling-in-power-bi-relationships-keys-and-logic-simplified-753131a32f1a,TRUE,11/25/2025 0:00,2025,11,2025-11,55,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Analysis"",""Data Model"",""Data Visualization""],""Tags"":[""Data Analysis"",""Data Model"",""Data Visualization""],""Promotion"":null}"
c0798ddab8af,How to Migrate Legacy Power BI Reports to the New Fabric Architecture,Dossier Analysis,https://medium.com/@dossieranalysis,https://medium.com/microsoft-power-bi/how-to-migrate-legacy-power-bi-reports-to-the-new-fabric-architecture-c0798ddab8af,TRUE,11/25/2025 0:00,2025,11,2025-11,22,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Data Science"",""Data Analysis"",""Data Model"",""Data Visualization""],""Tags"":[""Data Science"",""Data Analysis"",""Data Model"",""Data Visualization""],""Promotion"":null}"
0a937f58ae2a,Under the hood — How DAX works with filters,Salvatore Cagliari,https://medium.com/@salvatorecagliari,https://medium.com/microsoft-power-bi/under-the-hood-how-dax-works-with-filters-0a937f58ae2a,TRUE,11/24/2025 0:00,2025,11,2025-11,24,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""DAX""],""Tags"":[""Tutorial"",""DAX""],""Promotion"":null}"
534eaf6c54a3,Power Up Your Reports: A Guide to Power BI’s October and November 2025 Updates!,aakash,https://medium.com/@aakash_7,https://medium.com/microsoft-power-bi/power-up-your-reports-a-guide-to-power-bis-october-and-november-2025-updates-534eaf6c54a3,TRUE,11/24/2025 0:00,2025,11,2025-11,18,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""News""],""Tags"":[""News""],""Promotion"":null}"
06ab209b99a0,10 Data Science Practices That Can Save You Time and Energy (and Make You Millions),David Marvellous,https://medium.com/@dossieranalysisblog,https://medium.com/microsoft-power-bi/10-data-science-practices-that-can-save-you-time-and-energy-and-make-you-millions-06ab209b99a0,TRUE,11/23/2025 0:00,2025,11,2025-11,6,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Data Science"",""Data Visualization"",""Power BI""],""Tags"":[""Data Science"",""Data Visualization"",""Power BI""],""Promotion"":null}"
2d82d5b8fc9d,"Transform Your Power BI KPIs: A Beginner’s Guide to Clean, Hierarchical Cards",aakash,https://medium.com/@aakash_7,https://medium.com/microsoft-power-bi/transform-your-power-bi-kpis-a-beginners-guide-to-clean-hierarchical-cards-2d82d5b8fc9d,TRUE,11/23/2025 0:00,2025,11,2025-11,20,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Visualization""],""Tags"":[""Tutorial"",""Data Visualization""],""Promotion"":null}"
866cc1e290c1,Integrating Power BI with Salesforce: A Complete and Expert Guide,Dossier Analysis,https://medium.com/@dossieranalysis,https://medium.com/microsoft-power-bi/integrating-power-bi-with-salesforce-a-complete-and-expert-guide-866cc1e290c1,TRUE,11/23/2025 0:00,2025,11,2025-11,20,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Data Science"",""Data Visualization"",""Power BI""],""Tags"":[""Data Science"",""Data Visualization"",""Power BI""],""Promotion"":null}"
a1976f729117,Making Sales Chart with Dynamic Green/Red Zones in Power BI(.pbix included),Shashanka Shekhar,https://medium.com/@shashanka.shekhar02,https://medium.com/microsoft-power-bi/making-sales-chart-with-dynamic-green-red-zones-in-power-bi-pbix-included-a1976f729117,TRUE,11/23/2025 0:00,2025,11,2025-11,29,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""DAX"",""Data Visualization""],""Tags"":[""Tutorial"",""DAX"",""Data Visualization"",""PBIX""],""Promotion"":null}"
e966eb27bf97,Designing Executive Dashboards: Less is More,Bhanu Gautam,https://medium.com/@bhanugautam.2010,https://medium.com/microsoft-power-bi/designing-executive-dashboards-less-is-more-e966eb27bf97,FALSE,11/23/2025 0:00,2025,11,2025-11,100,0,
0d47581fe1c8,I Passed PL-300 on My First Try: Here’s Everything You Need to Know,Janvigupta,https://medium.com/@janvigupta1507,https://medium.com/microsoft-power-bi/i-passed-pl-300-on-my-first-try-heres-everything-you-need-to-know-0d47581fe1c8,TRUE,11/21/2025 0:00,2025,11,2025-11,30,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Power Query"",""Data Model"",""Data Visualization""],""Tags"":[""Guide"",""Power Query"",""Data Model"",""Data Visualization""],""Promotion"":null}"
26fae53c49cf,There is Nothing “Unified” About Microsoft Fabric,Greg Deckler,https://medium.com/@gdeckler,https://medium.com/microsoft-power-bi/there-is-nothing-unified-about-microsoft-fabric-26fae53c49cf,TRUE,11/21/2025 0:00,2025,11,2025-11,173,5,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Fabric"",""Data Model""],""Tags"":[""Fabric"",""Data Model""],""Promotion"":null}"
433484dac996,Unpopular Opinion: Most Power BI Teams Should Stop Using Custom HTML,Bill Zarvalias,https://medium.com/@billzarvalias,https://medium.com/microsoft-power-bi/unpopular-opinion-most-power-bi-teams-should-stop-using-custom-html-433484dac996,FALSE,11/21/2025 0:00,2025,11,2025-11,12,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Data Visualization""],""Tags"":[""Power BI Guide"",""Data Visualization""],""Promotion"":null}"
9d230122eaff,TMDL Visual Studio Code Extension (Generally Available),Grace Gong,https://medium.com/@1grace,https://medium.com/microsoft-power-bi/tmdl-visual-studio-code-extension-generally-available-9d230122eaff,FALSE,11/21/2025 0:00,2025,11,2025-11,12,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Data Model"",""Power Query""],""Tags"":[""News"",""Power Query"",""Data Model""],""Promotion"":null}"
a1bb7e42170b,Fixing 100+ Bad Power BI Dashboards Revealed a Pattern I Didn’t Expect,Anugya Singhal,https://medium.com/@anugya.singhal.1998,https://medium.com/microsoft-power-bi/fixing-100-bad-power-bi-dashboards-revealed-a-pattern-i-didnt-expect-a1bb7e42170b,TRUE,11/21/2025 0:00,2025,11,2025-11,89,1,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Other""],""Tags"":[""Other""],""Promotion"":null}"
ffe3191003a7,Scheduled Refresh Failed: Understanding and Fixing Power BI Gateway Errors,Dossier Analysis,https://medium.com/@dossieranalysis,https://medium.com/microsoft-power-bi/scheduled-refresh-failed-understanding-and-fixing-power-bi-gateway-errors-ffe3191003a7,TRUE,11/21/2025 0:00,2025,11,2025-11,31,2,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Power Query"",""Data Model"",""Data Visualization"",""Power BI""],""Tags"":[""Power Query"",""Data Model"",""Data Visualization""],""Promotion"":null}"
3a66ebf4884f,Using SLN function to calculate Straight Line Depreciation in Power BI(.pbix included),Shashanka Shekhar,https://medium.com/@shashanka.shekhar02,https://medium.com/microsoft-power-bi/using-sln-function-to-calculate-straight-line-depreciation-in-power-bi-pbix-included-3a66ebf4884f,TRUE,11/20/2025 0:00,2025,11,2025-11,16,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""DAX"",""Data Visualization""],""Tags"":[""Tutorial"",""DAX"",""Data Visualization"",""PBIX""],""Promotion"":null}"
ad3fe2004c1b,Creating a Stunning Sales Seasonality Heatmap in Power BI (A Beginner’s Guide),aakash,https://medium.com/@aakash_7,https://medium.com/microsoft-power-bi/creating-a-stunning-sales-seasonality-heatmap-in-power-bi-a-beginners-guide-ad3fe2004c1b,TRUE,11/20/2025 0:00,2025,11,2025-11,14,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Visualization"",""DAX""],""Tags"":[""Power BI Tutorial"",""Data Visualization"",""DAX""],""Promotion"":null}"
d74f0c95d4e8,Power BI or Microsoft Fabric: Which One to Choose and When,Akshay Mishra,https://medium.com/@akshaymishrabi,https://medium.com/microsoft-power-bi/power-bi-or-microsoft-fabric-which-one-to-choose-and-when-d74f0c95d4e8,TRUE,11/20/2025 0:00,2025,11,2025-11,95,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Other""],""Tags"":[""Power BI Guide"",""Other""],""Promotion"":null}"
38dcdd744d80,How to Use Predictive Analysis and Modeling in Power BI: A Deep Practical Guide,David Marvellous,https://medium.com/@dossieranalysisblog,https://medium.com/microsoft-power-bi/how-to-use-predictive-analysis-and-modeling-in-power-bi-a-deep-practical-guide-38dcdd744d80,TRUE,11/18/2025 0:00,2025,11,2025-11,144,1,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Predictive Analysis"",""Data Model"",""Data Visualization"",""Administration""],""Tags"":[""Predictive Analysis"",""Data Model"",""Data Visualization"",""Administration""],""Promotion"":null}"
555fa7dffd93,Power BI November 2025 Update,Dossier Analysis,https://medium.com/@dossieranalysis,https://medium.com/microsoft-power-bi/power-bi-november-2025-update-555fa7dffd93,TRUE,11/17/2025 0:00,2025,11,2025-11,106,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Power Query"",""Data Model"",""Data Visualization"",""Administration""],""Tags"":[""News"",""Power Query"",""Data Model"",""Data Visualization"",""Administration""],""Promotion"":null}"
59763a272683,Creating a KPI with Gauge Progression Chart With Status and Pointer in Power BI(.pbix included),Shashanka Shekhar,https://medium.com/@shashanka.shekhar02,https://medium.com/microsoft-power-bi/creating-a-kpi-with-gauge-progression-chart-with-status-and-pointer-in-power-bi-pbix-included-59763a272683,TRUE,11/17/2025 0:00,2025,11,2025-11,25,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Visualization"",""DAX""],""Tags"":[""Tutorial"",""Data Visualization"",""DAX""],""Promotion"":null}"
77a25aa35cc4,When Power BI Told Me a Secret,Anugya Singhal,https://medium.com/@anugya.singhal.1998,https://medium.com/microsoft-power-bi/when-power-bi-told-me-a-secret-77a25aa35cc4,TRUE,11/17/2025 0:00,2025,11,2025-11,46,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Data Visualization""],""Tags"":[""Data Visualization""],""Promotion"":null}"
94f2d9fe421d,How to Fix Power BI Dataset Refresh Stuck on “Refreshing”,Dossier Analysis,https://medium.com/@dossieranalysis,https://medium.com/microsoft-power-bi/how-to-fix-power-bi-dataset-refresh-stuck-on-refreshing-94f2d9fe421d,TRUE,11/17/2025 0:00,2025,11,2025-11,14,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Data Visualization""],""Tags"":[""Guide"",""Data Visualization""],""Promotion"":null}"
a739d81c4393,How to Rank Anything in Power BI (The 15-Minute Beginner’s Playbook),Maruf Hossain,https://medium.com/@sany.maruf,https://medium.com/microsoft-power-bi/how-to-rank-anything-in-power-bi-the-15-minute-beginners-playbook-a739d81c4393,FALSE,11/17/2025 0:00,2025,11,2025-11,19,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""DAX""],""Tags"":[""Tutorial"",""DAX""],""Promotion"":null}"
bbd0ccf9b1e1,BEAM* || Agile Framework for DW & BI Development,Stylianos Chiotis,https://medium.com/@st.chiotis94,https://medium.com/microsoft-power-bi/beam-agile-framework-for-dw-bi-development-bbd0ccf9b1e1,TRUE,11/17/2025 0:00,2025,11,2025-11,5,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Other""],""Tags"":[""Guide"",""Other""],""Promotion"":null}"
d960461c5e46,5 Advanced Power BI Progress Indicators Using DAX + HTML (Free Code Included!),Sweety Antoni David,https://medium.com/@rsweetyantonidavid,https://medium.com/microsoft-power-bi/5-advanced-power-bi-progress-indicators-using-dax-html-free-code-included-d960461c5e46,TRUE,11/17/2025 0:00,2025,11,2025-11,26,0,"{""MustRead"":false,""Level"":[""Intermediate""],""Category"":[""Data Visualization"",""DAX""],""Tags"":[""Tutorial"",""Data Visualization"",""DAX""],""Promotion"":null}"
d69abb7b3fcf,Visual Calculations in Action: Matrix Spine Charts for Binary Data,Chris Aragao,https://medium.com/@christopher.aragao,https://medium.com/microsoft-power-bi/visual-calculations-in-action-matrix-spine-charts-for-binary-data-d69abb7b3fcf,TRUE,11/14/2025 0:00,2025,11,2025-11,25,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Visualization"",""DAX""],""Tags"":[""Tutorial"",""Data Visualization"",""DAX""],""Promotion"":null}"
811f8d21afce,Power BI Modeling Excellence: The Architecture Behind Reliable Insights,Mirko Peters,https://medium.com/@mirko-peters,https://medium.com/microsoft-power-bi/power-bi-modeling-excellence-the-architecture-behind-reliable-insights-811f8d21afce,TRUE,11/13/2025 0:00,2025,11,2025-11,23,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Data Model""],""Tags"":[""Guide"",""Data Model""],""Promotion"":null}"
9917f7bceb3b,Understanding Nominal Rate Easily Using Power BI(.pbix included),Shashanka Shekhar,https://medium.com/@shashanka.shekhar02,https://medium.com/microsoft-power-bi/understanding-nominal-rate-easily-using-power-bi-pbix-included-9917f7bceb3b,TRUE,11/13/2025 0:00,2025,11,2025-11,36,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Visualization"",""DAX""],""Tags"":[""Tutorial"",""Data Visualization"",""DAX"",""PBIX""],""Promotion"":null}"
ae7e5f3bceb8,Power BI for Learners (Part 3): Building Your First Power BI Dashboard,David Marvellous,https://medium.com/@dossieranalysisblog,https://medium.com/microsoft-power-bi/power-bi-for-learners-part-3-building-your-first-power-bi-dashboard-ae7e5f3bceb8,TRUE,11/13/2025 0:00,2025,11,2025-11,30,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Visualization""],""Tags"":[""Tutorial"",""Data Visualization""],""Promotion"":null}"
d49e7bb276e6,"Best Ways to Manage Bookmarks, Storytelling and Navigation in Power BI Reports",Dossier Analysis,https://medium.com/@dossieranalysis,https://medium.com/microsoft-power-bi/best-ways-to-manage-bookmarks-storytelling-and-navigation-in-power-bi-reports-d49e7bb276e6,TRUE,11/13/2025 0:00,2025,11,2025-11,42,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Data Visualization""],""Tags"":[""Guide"",""Data Visualization""],""Promotion"":null}"
e1236cfa7605,The 3 Tiny Power Query Habits That Will 10x Your Power BI Speed,aakash,https://medium.com/@aakash_7,https://medium.com/microsoft-power-bi/the-3-tiny-power-query-habits-that-will-10x-your-power-bi-speed-e1236cfa7605,TRUE,11/13/2025 0:00,2025,11,2025-11,13,0,"{""MustRead"":false,""Level"":[""Any""],""Category"":[""Power Query"",""Data Model""],""Tags"":[""Tips & Tricks"",""Data Model"",""Power Query""],""Promotion"":null}"
32f3cf41b99d,"Pretty Charts, Wrong Numbers",Anugya Singhal,https://medium.com/@anugya.singhal.1998,https://medium.com/microsoft-power-bi/pretty-charts-wrong-numbers-32f3cf41b99d,TRUE,11/10/2025 0:00,2025,11,2025-11,81,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Visualization""],""Tags"":[""Guide"",""Data Visualization""],""Promotion"":null}"
478beb979719,STOP Using Flat Tables! The Secret Data Shape Power BI Experts SWEAR BY,aakash,https://medium.com/@aakash_7,https://medium.com/microsoft-power-bi/stop-using-flat-tables-the-secret-data-shape-power-bi-experts-swear-by-478beb979719,TRUE,11/10/2025 0:00,2025,11,2025-11,17,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Model""],""Tags"":[""Guide"",""Data Model""],""Promotion"":null}"
e07352342bdb,Data Fabric in 2025: The Architecture That Finally Solved My Data Silo Nightmare,Aasir Waseer,https://medium.com/@mohamedaasir1992,https://medium.com/microsoft-power-bi/data-fabric-in-2025-the-architecture-that-finally-solved-my-data-silo-nightmare-e07352342bdb,TRUE,11/10/2025 0:00,2025,11,2025-11,19,0,"{""MustRead"":false,""Level"":[""Beginner""],""Category"":[""Data Model""],""Tags"":[""Guide"",""Data Model""],""Promotion"":null}"
